"TIME","GEO","PROJECTION","INDIC_DE","Value","Flag and Footnotes"
"2085","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 15-64 years","55.0",""
"2085","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 65 years and more","31.0",""
"2085","Belgium","Baseline projections","Median age of population","47.1",""
"2085","Belgium","Baseline projections","Proportion of population aged 0-14 years","14.5",""
"2085","Belgium","Baseline projections","Proportion of population aged 15-64 years","55.9",""
"2085","Belgium","Baseline projections","Proportion of population aged 65 years and more","29.5",""
"2085","Bulgaria","Baseline projections","Median age of population","49.0",""
"2085","Bulgaria","Baseline projections","Proportion of population aged 0-14 years","13.8",""
"2085","Bulgaria","Baseline projections","Proportion of population aged 15-64 years","54.8",""
"2085","Bulgaria","Baseline projections","Proportion of population aged 65 years and more","31.3",""
"2085","Czechia","Baseline projections","Median age of population","46.2",""
"2085","Czechia","Baseline projections","Proportion of population aged 0-14 years","15.2",""
"2085","Czechia","Baseline projections","Proportion of population aged 15-64 years","56.3",""
"2085","Czechia","Baseline projections","Proportion of population aged 65 years and more","28.4",""
"2085","Denmark","Baseline projections","Median age of population","46.6",""
"2085","Denmark","Baseline projections","Proportion of population aged 0-14 years","15.1",""
"2085","Denmark","Baseline projections","Proportion of population aged 15-64 years","56.1",""
"2085","Denmark","Baseline projections","Proportion of population aged 65 years and more","28.8",""
"2085","Germany (until 1990 former territory of the FRG)","Baseline projections","Median age of population","46.9",""
"2085","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 0-14 years","14.5",""
"2085","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 15-64 years","56.5",""
"2085","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 65 years and more","29.0",""
"2085","Estonia","Baseline projections","Median age of population","48.7",""
"2085","Estonia","Baseline projections","Proportion of population aged 0-14 years","14.0",""
"2085","Estonia","Baseline projections","Proportion of population aged 15-64 years","54.5",""
"2085","Estonia","Baseline projections","Proportion of population aged 65 years and more","31.5",""
"2085","Ireland","Baseline projections","Median age of population","46.7",""
"2085","Ireland","Baseline projections","Proportion of population aged 0-14 years","15.3",""
"2085","Ireland","Baseline projections","Proportion of population aged 15-64 years","55.5",""
"2085","Ireland","Baseline projections","Proportion of population aged 65 years and more","29.2",""
"2085","Greece","Baseline projections","Median age of population","50.1",""
"2085","Greece","Baseline projections","Proportion of population aged 0-14 years","13.0",""
"2085","Greece","Baseline projections","Proportion of population aged 15-64 years","53.9",""
"2085","Greece","Baseline projections","Proportion of population aged 65 years and more","33.1",""
"2085","Spain","Baseline projections","Median age of population","50.1",""
"2085","Spain","Baseline projections","Proportion of population aged 0-14 years","12.9",""
"2085","Spain","Baseline projections","Proportion of population aged 15-64 years","54.3",""
"2085","Spain","Baseline projections","Proportion of population aged 65 years and more","32.7",""
"2085","France","Baseline projections","Median age of population","47.0",""
"2085","France","Baseline projections","Proportion of population aged 0-14 years","15.4",""
"2085","France","Baseline projections","Proportion of population aged 15-64 years","54.8",""
"2085","France","Baseline projections","Proportion of population aged 65 years and more","29.8",""
"2085","Croatia","Baseline projections","Median age of population","50.9",""
"2085","Croatia","Baseline projections","Proportion of population aged 0-14 years","12.7",""
"2085","Croatia","Baseline projections","Proportion of population aged 15-64 years","54.1",""
"2085","Croatia","Baseline projections","Proportion of population aged 65 years and more","33.2",""
"2085","Italy","Baseline projections","Median age of population","51.5",""
"2085","Italy","Baseline projections","Proportion of population aged 0-14 years","12.2",""
"2085","Italy","Baseline projections","Proportion of population aged 15-64 years","53.7",""
"2085","Italy","Baseline projections","Proportion of population aged 65 years and more","34.1",""
"2085","Cyprus","Baseline projections","Median age of population","46.2",""
"2085","Cyprus","Baseline projections","Proportion of population aged 0-14 years","14.3",""
"2085","Cyprus","Baseline projections","Proportion of population aged 15-64 years","57.3",""
"2085","Cyprus","Baseline projections","Proportion of population aged 65 years and more","28.4",""
"2085","Latvia","Baseline projections","Median age of population","49.0",""
"2085","Latvia","Baseline projections","Proportion of population aged 0-14 years","14.1",""
"2085","Latvia","Baseline projections","Proportion of population aged 15-64 years","54.3",""
"2085","Latvia","Baseline projections","Proportion of population aged 65 years and more","31.7",""
"2085","Lithuania","Baseline projections","Median age of population","50.2",""
"2085","Lithuania","Baseline projections","Proportion of population aged 0-14 years","13.4",""
"2085","Lithuania","Baseline projections","Proportion of population aged 15-64 years","54.2",""
"2085","Lithuania","Baseline projections","Proportion of population aged 65 years and more","32.4",""
"2085","Luxembourg","Baseline projections","Median age of population","49.2",""
"2085","Luxembourg","Baseline projections","Proportion of population aged 0-14 years","13.1",""
"2085","Luxembourg","Baseline projections","Proportion of population aged 15-64 years","55.9",""
"2085","Luxembourg","Baseline projections","Proportion of population aged 65 years and more","31.0",""
"2085","Hungary","Baseline projections","Median age of population","48.3",""
"2085","Hungary","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2085","Hungary","Baseline projections","Proportion of population aged 15-64 years","55.9",""
"2085","Hungary","Baseline projections","Proportion of population aged 65 years and more","30.2",""
"2085","Malta","Baseline projections","Median age of population","51.4",""
"2085","Malta","Baseline projections","Proportion of population aged 0-14 years","11.7",""
"2085","Malta","Baseline projections","Proportion of population aged 15-64 years","55.0",""
"2085","Malta","Baseline projections","Proportion of population aged 65 years and more","33.2",""
"2085","Netherlands","Baseline projections","Median age of population","47.5",""
"2085","Netherlands","Baseline projections","Proportion of population aged 0-14 years","14.4",""
"2085","Netherlands","Baseline projections","Proportion of population aged 15-64 years","55.9",""
"2085","Netherlands","Baseline projections","Proportion of population aged 65 years and more","29.7",""
"2085","Austria","Baseline projections","Median age of population","48.2",""
"2085","Austria","Baseline projections","Proportion of population aged 0-14 years","13.7",""
"2085","Austria","Baseline projections","Proportion of population aged 15-64 years","56.1",""
"2085","Austria","Baseline projections","Proportion of population aged 65 years and more","30.1",""
"2085","Poland","Baseline projections","Median age of population","51.8",""
"2085","Poland","Baseline projections","Proportion of population aged 0-14 years","12.4",""
"2085","Poland","Baseline projections","Proportion of population aged 15-64 years","53.2",""
"2085","Poland","Baseline projections","Proportion of population aged 65 years and more","34.4",""
"2085","Portugal","Baseline projections","Median age of population","49.9",""
"2085","Portugal","Baseline projections","Proportion of population aged 0-14 years","13.5",""
"2085","Portugal","Baseline projections","Proportion of population aged 15-64 years","54.1",""
"2085","Portugal","Baseline projections","Proportion of population aged 65 years and more","32.5",""
"2085","Romania","Baseline projections","Median age of population","49.4",""
"2085","Romania","Baseline projections","Proportion of population aged 0-14 years","13.5",""
"2085","Romania","Baseline projections","Proportion of population aged 15-64 years","54.8",""
"2085","Romania","Baseline projections","Proportion of population aged 65 years and more","31.8",""
"2085","Slovenia","Baseline projections","Median age of population","48.7",""
"2085","Slovenia","Baseline projections","Proportion of population aged 0-14 years","13.7",""
"2085","Slovenia","Baseline projections","Proportion of population aged 15-64 years","55.1",""
"2085","Slovenia","Baseline projections","Proportion of population aged 65 years and more","31.1",""
"2085","Slovakia","Baseline projections","Median age of population","49.2",""
"2085","Slovakia","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2085","Slovakia","Baseline projections","Proportion of population aged 15-64 years","54.4",""
"2085","Slovakia","Baseline projections","Proportion of population aged 65 years and more","31.6",""
"2085","Finland","Baseline projections","Median age of population","51.0",""
"2085","Finland","Baseline projections","Proportion of population aged 0-14 years","12.6",""
"2085","Finland","Baseline projections","Proportion of population aged 15-64 years","53.5",""
"2085","Finland","Baseline projections","Proportion of population aged 65 years and more","33.9",""
"2085","Sweden","Baseline projections","Median age of population","45.8",""
"2085","Sweden","Baseline projections","Proportion of population aged 0-14 years","15.3",""
"2085","Sweden","Baseline projections","Proportion of population aged 15-64 years","56.5",""
"2085","Sweden","Baseline projections","Proportion of population aged 65 years and more","28.2",""
"2085","Iceland","Baseline projections","Median age of population","45.5",""
"2085","Iceland","Baseline projections","Proportion of population aged 0-14 years","15.3",""
"2085","Iceland","Baseline projections","Proportion of population aged 15-64 years","57.6",""
"2085","Iceland","Baseline projections","Proportion of population aged 65 years and more","27.2",""
"2085","Liechtenstein","Baseline projections","Median age of population","48.9",""
"2085","Liechtenstein","Baseline projections","Proportion of population aged 0-14 years","13.4",""
"2085","Liechtenstein","Baseline projections","Proportion of population aged 15-64 years","56.4",""
"2085","Liechtenstein","Baseline projections","Proportion of population aged 65 years and more","30.1",""
"2085","Norway","Baseline projections","Median age of population","47.6",""
"2085","Norway","Baseline projections","Proportion of population aged 0-14 years","14.1",""
"2085","Norway","Baseline projections","Proportion of population aged 15-64 years","56.3",""
"2085","Norway","Baseline projections","Proportion of population aged 65 years and more","29.6",""
"2085","Switzerland","Baseline projections","Median age of population","46.9",""
"2085","Switzerland","Baseline projections","Proportion of population aged 0-14 years","14.3",""
"2085","Switzerland","Baseline projections","Proportion of population aged 15-64 years","57.3",""
"2085","Switzerland","Baseline projections","Proportion of population aged 65 years and more","28.3",""
"2090","European Union - 27 countries (from 2020)","Baseline projections","Median age of population","48.7",""
"2090","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2090","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 15-64 years","54.9",""
"2090","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 65 years and more","31.2",""
"2090","Belgium","Baseline projections","Median age of population","47.4",""
"2090","Belgium","Baseline projections","Proportion of population aged 0-14 years","14.5",""
"2090","Belgium","Baseline projections","Proportion of population aged 15-64 years","55.8",""
"2090","Belgium","Baseline projections","Proportion of population aged 65 years and more","29.8",""
"2090","Bulgaria","Baseline projections","Median age of population","49.1",""
"2090","Bulgaria","Baseline projections","Proportion of population aged 0-14 years","13.8",""
"2090","Bulgaria","Baseline projections","Proportion of population aged 15-64 years","54.7",""
"2090","Bulgaria","Baseline projections","Proportion of population aged 65 years and more","31.5",""
"2090","Czechia","Baseline projections","Median age of population","46.5",""
"2090","Czechia","Baseline projections","Proportion of population aged 0-14 years","15.1",""
"2090","Czechia","Baseline projections","Proportion of population aged 15-64 years","56.0",""
"2090","Czechia","Baseline projections","Proportion of population aged 65 years and more","28.9",""
"2090","Denmark","Baseline projections","Median age of population","46.8",""
"2090","Denmark","Baseline projections","Proportion of population aged 0-14 years","15.1",""
"2090","Denmark","Baseline projections","Proportion of population aged 15-64 years","55.8",""
"2090","Denmark","Baseline projections","Proportion of population aged 65 years and more","29.1",""
"2090","Germany (until 1990 former territory of the FRG)","Baseline projections","Median age of population","47.0",""
"2090","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 0-14 years","14.5",""
"2090","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 15-64 years","56.2",""
"2090","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 65 years and more","29.3",""
"2090","Estonia","Baseline projections","Median age of population","48.9",""
"2090","Estonia","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2090","Estonia","Baseline projections","Proportion of population aged 15-64 years","54.7",""
"2090","Estonia","Baseline projections","Proportion of population aged 65 years and more","31.5",""
"2090","Ireland","Baseline projections","Median age of population","47.0",""
"2090","Ireland","Baseline projections","Proportion of population aged 0-14 years","15.1",""
"2090","Ireland","Baseline projections","Proportion of population aged 15-64 years","55.3",""
"2090","Ireland","Baseline projections","Proportion of population aged 65 years and more","29.5",""
"2090","Greece","Baseline projections","Median age of population","50.1",""
"2090","Greece","Baseline projections","Proportion of population aged 0-14 years","13.0",""
"2090","Greece","Baseline projections","Proportion of population aged 15-64 years","54.0",""
"2090","Greece","Baseline projections","Proportion of population aged 65 years and more","33.0",""
"2090","Spain","Baseline projections","Median age of population","50.1",""
"2090","Spain","Baseline projections","Proportion of population aged 0-14 years","12.9",""
"2090","Spain","Baseline projections","Proportion of population aged 15-64 years","54.3",""
"2090","Spain","Baseline projections","Proportion of population aged 65 years and more","32.7",""
"2090","France","Baseline projections","Median age of population","47.2",""
"2090","France","Baseline projections","Proportion of population aged 0-14 years","15.3",""
"2090","France","Baseline projections","Proportion of population aged 15-64 years","54.7",""
"2090","France","Baseline projections","Proportion of population aged 65 years and more","30.0",""
"2090","Croatia","Baseline projections","Median age of population","50.8",""
"2090","Croatia","Baseline projections","Proportion of population aged 0-14 years","12.8",""
"2090","Croatia","Baseline projections","Proportion of population aged 15-64 years","54.1",""
"2090","Croatia","Baseline projections","Proportion of population aged 65 years and more","33.1",""
"2090","Italy","Baseline projections","Median age of population","51.5",""
"2090","Italy","Baseline projections","Proportion of population aged 0-14 years","12.2",""
"2090","Italy","Baseline projections","Proportion of population aged 15-64 years","53.8",""
"2090","Italy","Baseline projections","Proportion of population aged 65 years and more","34.0",""
"2090","Cyprus","Baseline projections","Median age of population","46.3",""
"2090","Cyprus","Baseline projections","Proportion of population aged 0-14 years","14.4",""
"2090","Cyprus","Baseline projections","Proportion of population aged 15-64 years","57.0",""
"2090","Cyprus","Baseline projections","Proportion of population aged 65 years and more","28.7",""
"2090","Latvia","Baseline projections","Median age of population","48.9",""
"2090","Latvia","Baseline projections","Proportion of population aged 0-14 years","14.1",""
"2090","Latvia","Baseline projections","Proportion of population aged 15-64 years","54.3",""
"2090","Latvia","Baseline projections","Proportion of population aged 65 years and more","31.7",""
"2090","Lithuania","Baseline projections","Median age of population","49.8",""
"2090","Lithuania","Baseline projections","Proportion of population aged 0-14 years","13.5",""
"2090","Lithuania","Baseline projections","Proportion of population aged 15-64 years","54.2",""
"2090","Lithuania","Baseline projections","Proportion of population aged 65 years and more","32.3",""
"2090","Luxembourg","Baseline projections","Median age of population","49.3",""
"2090","Luxembourg","Baseline projections","Proportion of population aged 0-14 years","13.2",""
"2090","Luxembourg","Baseline projections","Proportion of population aged 15-64 years","55.6",""
"2090","Luxembourg","Baseline projections","Proportion of population aged 65 years and more","31.2",""
"2090","Hungary","Baseline projections","Median age of population","48.4",""
"2090","Hungary","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2090","Hungary","Baseline projections","Proportion of population aged 15-64 years","55.7",""
"2090","Hungary","Baseline projections","Proportion of population aged 65 years and more","30.4",""
"2090","Malta","Baseline projections","Median age of population","51.3",""
"2090","Malta","Baseline projections","Proportion of population aged 0-14 years","11.9",""
"2090","Malta","Baseline projections","Proportion of population aged 15-64 years","54.8",""
"2090","Malta","Baseline projections","Proportion of population aged 65 years and more","33.3",""
"2090","Netherlands","Baseline projections","Median age of population","47.6",""
"2090","Netherlands","Baseline projections","Proportion of population aged 0-14 years","14.4",""
"2090","Netherlands","Baseline projections","Proportion of population aged 15-64 years","55.8",""
"2090","Netherlands","Baseline projections","Proportion of population aged 65 years and more","29.9",""
"2090","Austria","Baseline projections","Median age of population","48.2",""
"2090","Austria","Baseline projections","Proportion of population aged 0-14 years","13.8",""
"2090","Austria","Baseline projections","Proportion of population aged 15-64 years","55.8",""
"2090","Austria","Baseline projections","Proportion of population aged 65 years and more","30.4",""
"2090","Poland","Baseline projections","Median age of population","51.5",""
"2090","Poland","Baseline projections","Proportion of population aged 0-14 years","12.5",""
"2090","Poland","Baseline projections","Proportion of population aged 15-64 years","53.2",""
"2090","Poland","Baseline projections","Proportion of population aged 65 years and more","34.3",""
"2090","Portugal","Baseline projections","Median age of population","49.8",""
"2090","Portugal","Baseline projections","Proportion of population aged 0-14 years","13.5",""
"2090","Portugal","Baseline projections","Proportion of population aged 15-64 years","54.1",""
"2090","Portugal","Baseline projections","Proportion of population aged 65 years and more","32.4",""
"2090","Romania","Baseline projections","Median age of population","49.4",""
"2090","Romania","Baseline projections","Proportion of population aged 0-14 years","13.5",""
"2090","Romania","Baseline projections","Proportion of population aged 15-64 years","54.8",""
"2090","Romania","Baseline projections","Proportion of population aged 65 years and more","31.8",""
"2090","Slovenia","Baseline projections","Median age of population","48.8",""
"2090","Slovenia","Baseline projections","Proportion of population aged 0-14 years","13.6",""
"2090","Slovenia","Baseline projections","Proportion of population aged 15-64 years","55.1",""
"2090","Slovenia","Baseline projections","Proportion of population aged 65 years and more","31.2",""
"2090","Slovakia","Baseline projections","Median age of population","49.1",""
"2090","Slovakia","Baseline projections","Proportion of population aged 0-14 years","14.0",""
"2090","Slovakia","Baseline projections","Proportion of population aged 15-64 years","54.1",""
"2090","Slovakia","Baseline projections","Proportion of population aged 65 years and more","31.9",""
"2090","Finland","Baseline projections","Median age of population","51.0",""
"2090","Finland","Baseline projections","Proportion of population aged 0-14 years","12.6",""
"2090","Finland","Baseline projections","Proportion of population aged 15-64 years","53.7",""
"2090","Finland","Baseline projections","Proportion of population aged 65 years and more","33.6",""
"2090","Sweden","Baseline projections","Median age of population","46.2",""
"2090","Sweden","Baseline projections","Proportion of population aged 0-14 years","15.2",""
"2090","Sweden","Baseline projections","Proportion of population aged 15-64 years","56.2",""
"2090","Sweden","Baseline projections","Proportion of population aged 65 years and more","28.6",""
"2090","Iceland","Baseline projections","Median age of population","45.6",""
"2090","Iceland","Baseline projections","Proportion of population aged 0-14 years","15.2",""
"2090","Iceland","Baseline projections","Proportion of population aged 15-64 years","57.4",""
"2090","Iceland","Baseline projections","Proportion of population aged 65 years and more","27.4",""
"2090","Liechtenstein","Baseline projections","Median age of population","48.8",""
"2090","Liechtenstein","Baseline projections","Proportion of population aged 0-14 years","13.5",""
"2090","Liechtenstein","Baseline projections","Proportion of population aged 15-64 years","56.3",""
"2090","Liechtenstein","Baseline projections","Proportion of population aged 65 years and more","30.2",""
"2090","Norway","Baseline projections","Median age of population","47.8",""
"2090","Norway","Baseline projections","Proportion of population aged 0-14 years","14.1",""
"2090","Norway","Baseline projections","Proportion of population aged 15-64 years","56.1",""
"2090","Norway","Baseline projections","Proportion of population aged 65 years and more","29.8",""
"2090","Switzerland","Baseline projections","Median age of population","46.9",""
"2090","Switzerland","Baseline projections","Proportion of population aged 0-14 years","14.4",""
"2090","Switzerland","Baseline projections","Proportion of population aged 15-64 years","57.1",""
"2090","Switzerland","Baseline projections","Proportion of population aged 65 years and more","28.5",""
"2095","European Union - 27 countries (from 2020)","Baseline projections","Median age of population","48.8",""
"2095","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2095","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 15-64 years","54.9",""
"2095","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 65 years and more","31.2",""
"2095","Belgium","Baseline projections","Median age of population","47.6",""
"2095","Belgium","Baseline projections","Proportion of population aged 0-14 years","14.4",""
"2095","Belgium","Baseline projections","Proportion of population aged 15-64 years","55.6",""
"2095","Belgium","Baseline projections","Proportion of population aged 65 years and more","30.0",""
"2095","Bulgaria","Baseline projections","Median age of population","49.4",""
"2095","Bulgaria","Baseline projections","Proportion of population aged 0-14 years","13.7",""
"2095","Bulgaria","Baseline projections","Proportion of population aged 15-64 years","54.6",""
"2095","Bulgaria","Baseline projections","Proportion of population aged 65 years and more","31.7",""
"2095","Czechia","Baseline projections","Median age of population","46.9",""
"2095","Czechia","Baseline projections","Proportion of population aged 0-14 years","14.9",""
"2095","Czechia","Baseline projections","Proportion of population aged 15-64 years","55.9",""
"2095","Czechia","Baseline projections","Proportion of population aged 65 years and more","29.2",""
"2095","Denmark","Baseline projections","Median age of population","46.9",""
"2095","Denmark","Baseline projections","Proportion of population aged 0-14 years","15.0",""
"2095","Denmark","Baseline projections","Proportion of population aged 15-64 years","55.6",""
"2095","Denmark","Baseline projections","Proportion of population aged 65 years and more","29.4",""
"2095","Germany (until 1990 former territory of the FRG)","Baseline projections","Median age of population","47.1",""
"2095","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 0-14 years","14.5",""
"2095","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 15-64 years","55.9",""
"2095","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 65 years and more","29.6",""
"2095","Estonia","Baseline projections","Median age of population","49.2",""
"2095","Estonia","Baseline projections","Proportion of population aged 0-14 years","13.7",""
"2095","Estonia","Baseline projections","Proportion of population aged 15-64 years","54.8",""
"2095","Estonia","Baseline projections","Proportion of population aged 65 years and more","31.5",""
"2095","Ireland","Baseline projections","Median age of population","47.3",""
"2095","Ireland","Baseline projections","Proportion of population aged 0-14 years","15.0",""
"2095","Ireland","Baseline projections","Proportion of population aged 15-64 years","55.2",""
"2095","Ireland","Baseline projections","Proportion of population aged 65 years and more","29.8",""
"2095","Greece","Baseline projections","Median age of population","50.0",""
"2095","Greece","Baseline projections","Proportion of population aged 0-14 years","13.1",""
"2095","Greece","Baseline projections","Proportion of population aged 15-64 years","54.1",""
"2095","Greece","Baseline projections","Proportion of population aged 65 years and more","32.8",""
"2095","Spain","Baseline projections","Median age of population","50.3",""
"2095","Spain","Baseline projections","Proportion of population aged 0-14 years","13.0",""
"2095","Spain","Baseline projections","Proportion of population aged 15-64 years","54.4",""
"2095","Spain","Baseline projections","Proportion of population aged 65 years and more","32.7",""
"2095","France","Baseline projections","Median age of population","47.4",""
"2095","France","Baseline projections","Proportion of population aged 0-14 years","15.2",""
"2095","France","Baseline projections","Proportion of population aged 15-64 years","54.7",""
"2095","France","Baseline projections","Proportion of population aged 65 years and more","30.2",""
"2095","Croatia","Baseline projections","Median age of population","50.6",""
"2095","Croatia","Baseline projections","Proportion of population aged 0-14 years","12.9",""
"2095","Croatia","Baseline projections","Proportion of population aged 15-64 years","54.1",""
"2095","Croatia","Baseline projections","Proportion of population aged 65 years and more","33.0",""
"2095","Italy","Baseline projections","Median age of population","51.5",""
"2095","Italy","Baseline projections","Proportion of population aged 0-14 years","12.3",""
"2095","Italy","Baseline projections","Proportion of population aged 15-64 years","53.9",""
"2095","Italy","Baseline projections","Proportion of population aged 65 years and more","33.8",""
"2095","Cyprus","Baseline projections","Median age of population","46.4",""
"2095","Cyprus","Baseline projections","Proportion of population aged 0-14 years","14.5",""
"2095","Cyprus","Baseline projections","Proportion of population aged 15-64 years","56.5",""
"2095","Cyprus","Baseline projections","Proportion of population aged 65 years and more","29.0",""
"2095","Latvia","Baseline projections","Median age of population","49.0",""
"2095","Latvia","Baseline projections","Proportion of population aged 0-14 years","14.0",""
"2095","Latvia","Baseline projections","Proportion of population aged 15-64 years","54.4",""
"2095","Latvia","Baseline projections","Proportion of population aged 65 years and more","31.6",""
"2095","Lithuania","Baseline projections","Median age of population","49.7",""
"2095","Lithuania","Baseline projections","Proportion of population aged 0-14 years","13.5",""
"2095","Lithuania","Baseline projections","Proportion of population aged 15-64 years","54.4",""
"2095","Lithuania","Baseline projections","Proportion of population aged 65 years and more","32.1",""
"2095","Luxembourg","Baseline projections","Median age of population","49.5",""
"2095","Luxembourg","Baseline projections","Proportion of population aged 0-14 years","13.2",""
"2095","Luxembourg","Baseline projections","Proportion of population aged 15-64 years","55.4",""
"2095","Luxembourg","Baseline projections","Proportion of population aged 65 years and more","31.4",""
"2095","Hungary","Baseline projections","Median age of population","48.6",""
"2095","Hungary","Baseline projections","Proportion of population aged 0-14 years","13.8",""
"2095","Hungary","Baseline projections","Proportion of population aged 15-64 years","55.5",""
"2095","Hungary","Baseline projections","Proportion of population aged 65 years and more","30.7",""
"2095","Malta","Baseline projections","Median age of population","51.3",""
"2095","Malta","Baseline projections","Proportion of population aged 0-14 years","12.0",""
"2095","Malta","Baseline projections","Proportion of population aged 15-64 years","54.6",""
"2095","Malta","Baseline projections","Proportion of population aged 65 years and more","33.5",""
"2095","Netherlands","Baseline projections","Median age of population","47.7",""
"2095","Netherlands","Baseline projections","Proportion of population aged 0-14 years","14.4",""
"2095","Netherlands","Baseline projections","Proportion of population aged 15-64 years","55.5",""
"2095","Netherlands","Baseline projections","Proportion of population aged 65 years and more","30.1",""
"2095","Austria","Baseline projections","Median age of population","48.3",""
"2095","Austria","Baseline projections","Proportion of population aged 0-14 years","13.8",""
"2095","Austria","Baseline projections","Proportion of population aged 15-64 years","55.6",""
"2095","Austria","Baseline projections","Proportion of population aged 65 years and more","30.6",""
"2095","Poland","Baseline projections","Median age of population","51.5",""
"2095","Poland","Baseline projections","Proportion of population aged 0-14 years","12.5",""
"2095","Poland","Baseline projections","Proportion of population aged 15-64 years","53.4",""
"2095","Poland","Baseline projections","Proportion of population aged 65 years and more","34.1",""
"2095","Portugal","Baseline projections","Median age of population","49.7",""
"2095","Portugal","Baseline projections","Proportion of population aged 0-14 years","13.6",""
"2095","Portugal","Baseline projections","Proportion of population aged 15-64 years","54.1",""
"2095","Portugal","Baseline projections","Proportion of population aged 65 years and more","32.2",""
"2095","Romania","Baseline projections","Median age of population","49.5",""
"2095","Romania","Baseline projections","Proportion of population aged 0-14 years","13.5",""
"2095","Romania","Baseline projections","Proportion of population aged 15-64 years","54.8",""
"2095","Romania","Baseline projections","Proportion of population aged 65 years and more","31.7",""
"2095","Slovenia","Baseline projections","Median age of population","49.1",""
"2095","Slovenia","Baseline projections","Proportion of population aged 0-14 years","13.5",""
"2095","Slovenia","Baseline projections","Proportion of population aged 15-64 years","55.2",""
"2095","Slovenia","Baseline projections","Proportion of population aged 65 years and more","31.3",""
"2095","Slovakia","Baseline projections","Median age of population","49.2",""
"2095","Slovakia","Baseline projections","Proportion of population aged 0-14 years","14.0",""
"2095","Slovakia","Baseline projections","Proportion of population aged 15-64 years","54.0",""
"2095","Slovakia","Baseline projections","Proportion of population aged 65 years and more","32.0",""
"2095","Finland","Baseline projections","Median age of population","51.0",""
"2095","Finland","Baseline projections","Proportion of population aged 0-14 years","12.7",""
"2095","Finland","Baseline projections","Proportion of population aged 15-64 years","53.9",""
"2095","Finland","Baseline projections","Proportion of population aged 65 years and more","33.4",""
"2095","Sweden","Baseline projections","Median age of population","46.6",""
"2095","Sweden","Baseline projections","Proportion of population aged 0-14 years","15.0",""
"2095","Sweden","Baseline projections","Proportion of population aged 15-64 years","56.0",""
"2095","Sweden","Baseline projections","Proportion of population aged 65 years and more","29.0",""
"2095","Iceland","Baseline projections","Median age of population","45.7",""
"2095","Iceland","Baseline projections","Proportion of population aged 0-14 years","15.2",""
"2095","Iceland","Baseline projections","Proportion of population aged 15-64 years","57.2",""
"2095","Iceland","Baseline projections","Proportion of population aged 65 years and more","27.6",""
"2095","Liechtenstein","Baseline projections","Median age of population","48.7",""
"2095","Liechtenstein","Baseline projections","Proportion of population aged 0-14 years","13.7",""
"2095","Liechtenstein","Baseline projections","Proportion of population aged 15-64 years","56.1",""
"2095","Liechtenstein","Baseline projections","Proportion of population aged 65 years and more","30.3",""
"2095","Norway","Baseline projections","Median age of population","47.9",""
"2095","Norway","Baseline projections","Proportion of population aged 0-14 years","14.1",""
"2095","Norway","Baseline projections","Proportion of population aged 15-64 years","55.9",""
"2095","Norway","Baseline projections","Proportion of population aged 65 years and more","30.0",""
"2095","Switzerland","Baseline projections","Median age of population","47.0",""
"2095","Switzerland","Baseline projections","Proportion of population aged 0-14 years","14.4",""
"2095","Switzerland","Baseline projections","Proportion of population aged 15-64 years","56.9",""
"2095","Switzerland","Baseline projections","Proportion of population aged 65 years and more","28.7",""
"2100","European Union - 27 countries (from 2020)","Baseline projections","Median age of population","48.8",""
"2100","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2100","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 15-64 years","54.8",""
"2100","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 65 years and more","31.3",""
"2100","Belgium","Baseline projections","Median age of population","47.7",""
"2100","Belgium","Baseline projections","Proportion of population aged 0-14 years","14.4",""
"2100","Belgium","Baseline projections","Proportion of population aged 15-64 years","55.5",""
"2100","Belgium","Baseline projections","Proportion of population aged 65 years and more","30.1",""
"2100","Bulgaria","Baseline projections","Median age of population","49.5",""
"2100","Bulgaria","Baseline projections","Proportion of population aged 0-14 years","13.7",""
