"TIME","GEO","AGE","AGEDEF","C_BIRTH","UNIT","SEX","Value","Flag and Footnotes"
"2009","Slovenia","From 10 to 14 years","Age reached during the year","Unknown","Number","Total",":",""
"2009","Slovenia","From 15 to 64 years","Age reached during the year","Total","Number","Total",":",""
"2009","Slovenia","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total",":",""
"2009","Slovenia","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2009","Slovenia","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2009","Slovenia","From 15 to 64 years","Age reached during the year","Unknown","Number","Total",":",""
"2009","Slovenia","65 years or over","Age reached during the year","Total","Number","Total",":",""
"2009","Slovenia","65 years or over","Age reached during the year","Reporting country","Number","Total",":",""
"2009","Slovenia","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2009","Slovenia","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2009","Slovenia","65 years or over","Age reached during the year","Unknown","Number","Total",":",""
"2009","Slovakia","Total","Age reached during the year","Total","Number","Total",":",""
"2009","Slovakia","Total","Age reached during the year","Reporting country","Number","Total",":",""
"2009","Slovakia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2009","Slovakia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2009","Slovakia","Total","Age reached during the year","Unknown","Number","Total",":",""
"2009","Slovakia","From 10 to 14 years","Age reached during the year","Total","Number","Total",":",""
"2009","Slovakia","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total",":",""
"2009","Slovakia","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2009","Slovakia","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2009","Slovakia","From 10 to 14 years","Age reached during the year","Unknown","Number","Total",":",""
"2009","Slovakia","From 15 to 64 years","Age reached during the year","Total","Number","Total",":",""
"2009","Slovakia","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total",":",""
"2009","Slovakia","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2009","Slovakia","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2009","Slovakia","From 15 to 64 years","Age reached during the year","Unknown","Number","Total",":",""
"2009","Slovakia","65 years or over","Age reached during the year","Total","Number","Total",":",""
"2009","Slovakia","65 years or over","Age reached during the year","Reporting country","Number","Total",":",""
"2009","Slovakia","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2009","Slovakia","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2009","Slovakia","65 years or over","Age reached during the year","Unknown","Number","Total",":",""
"2009","Finland","Total","Age reached during the year","Total","Number","Total","26 699",""
"2009","Finland","Total","Age reached during the year","Reporting country","Number","Total","7 142",""
"2009","Finland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2009","Finland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2009","Finland","Total","Age reached during the year","Unknown","Number","Total","448",""
"2009","Finland","From 10 to 14 years","Age reached during the year","Total","Number","Total","1 130",""
"2009","Finland","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","268",""
"2009","Finland","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2009","Finland","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2009","Finland","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","10",""
"2009","Finland","From 15 to 64 years","Age reached during the year","Total","Number","Total","21 274",""
"2009","Finland","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","5 613",""
"2009","Finland","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2009","Finland","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2009","Finland","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","280",""
"2009","Finland","65 years or over","Age reached during the year","Total","Number","Total","702",""
"2009","Finland","65 years or over","Age reached during the year","Reporting country","Number","Total","477",""
"2009","Finland","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2009","Finland","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2009","Finland","65 years or over","Age reached during the year","Unknown","Number","Total","4",""
"2009","Sweden","Total","Age reached during the year","Total","Number","Total","102 280",""
"2009","Sweden","Total","Age reached during the year","Reporting country","Number","Total","13 985",""
"2009","Sweden","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2009","Sweden","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2009","Sweden","Total","Age reached during the year","Unknown","Number","Total","123",""
"2009","Sweden","From 10 to 14 years","Age reached during the year","Total","Number","Total","5 737",""
"2009","Sweden","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total",":",""
"2009","Sweden","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2009","Sweden","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2009","Sweden","From 10 to 14 years","Age reached during the year","Unknown","Number","Total",":",""
"2009","Sweden","From 15 to 64 years","Age reached during the year","Total","Number","Total","81 229",""
"2009","Sweden","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total",":",""
"2009","Sweden","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2009","Sweden","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2009","Sweden","From 15 to 64 years","Age reached during the year","Unknown","Number","Total",":",""
"2009","Sweden","65 years or over","Age reached during the year","Total","Number","Total","2 092",""
"2009","Sweden","65 years or over","Age reached during the year","Reporting country","Number","Total",":",""
"2009","Sweden","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2009","Sweden","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2009","Sweden","65 years or over","Age reached during the year","Unknown","Number","Total",":",""
"2009","Iceland","Total","Age reached during the year","Total","Number","Total","3 921","b"
"2009","Iceland","Total","Age reached during the year","Reporting country","Number","Total","1 135","b"
"2009","Iceland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
