"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2015","Serbia","Proportion of population aged 65 years and more","18.5",""
"2015","Turkey","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","47.6",""
"2015","Turkey","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","79.6",""
"2015","Turkey","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","68.5",""
"2015","Turkey","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2015","Turkey","Proportion of population aged 0-14 years","24.3",""
"2015","Turkey","Proportion of population aged 15-24 years","16.5",""
"2015","Turkey","Proportion of population aged 25-44 years","31.2",""
"2015","Turkey","Proportion of population aged 45-64 years","20.1",""
"2015","Turkey","Proportion of population aged 65 years and more","8.0",""
"2015","Andorra","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2015","Andorra","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2015","Andorra","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2015","Andorra","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2015","Andorra","Proportion of population aged 0-14 years",":",""
"2015","Andorra","Proportion of population aged 15-24 years",":",""
"2015","Andorra","Proportion of population aged 25-44 years",":",""
"2015","Andorra","Proportion of population aged 45-64 years",":",""
"2015","Andorra","Proportion of population aged 65 years and more",":",""
"2015","Belarus","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","43.4",""
"2015","Belarus","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","69.9",""
"2015","Belarus","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","54.2",""
"2015","Belarus","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2015","Belarus","Proportion of population aged 0-14 years","16.0",""
"2015","Belarus","Proportion of population aged 15-24 years","11.6",""
"2015","Belarus","Proportion of population aged 25-44 years","30.0",""
"2015","Belarus","Proportion of population aged 45-64 years","28.2",""
"2015","Belarus","Proportion of population aged 65 years and more","14.2",""
"2015","Bosnia and Herzegovina","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2015","Bosnia and Herzegovina","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2015","Bosnia and Herzegovina","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2015","Bosnia and Herzegovina","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2015","Bosnia and Herzegovina","Proportion of population aged 0-14 years",":",""
"2015","Bosnia and Herzegovina","Proportion of population aged 15-24 years",":",""
"2015","Bosnia and Herzegovina","Proportion of population aged 25-44 years",":",""
"2015","Bosnia and Herzegovina","Proportion of population aged 45-64 years",":",""
"2015","Bosnia and Herzegovina","Proportion of population aged 65 years and more",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 0-14 years",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 15-24 years",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 25-44 years",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 45-64 years",":",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 65 years and more",":",""
"2015","Moldova","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","35.7",""
"2015","Moldova","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","62.2",""
"2015","Moldova","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","48.1",""
"2015","Moldova","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2015","Moldova","Proportion of population aged 0-14 years","16.0",""
"2015","Moldova","Proportion of population aged 15-24 years","14.5",""
"2015","Moldova","Proportion of population aged 25-44 years","32.8",""
"2015","Moldova","Proportion of population aged 45-64 years","26.3",""
"2015","Moldova","Proportion of population aged 65 years and more","10.3",""
"2015","Monaco","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2015","Monaco","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2015","Monaco","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2015","Monaco","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2015","Monaco","Proportion of population aged 0-14 years",":",""
"2015","Monaco","Proportion of population aged 15-24 years",":",""
"2015","Monaco","Proportion of population aged 25-44 years",":",""
"2015","Monaco","Proportion of population aged 45-64 years",":",""
"2015","Monaco","Proportion of population aged 65 years and more",":",""
"2015","Russia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2015","Russia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2015","Russia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2015","Russia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2015","Russia","Proportion of population aged 0-14 years",":",""
"2015","Russia","Proportion of population aged 15-24 years",":",""
"2015","Russia","Proportion of population aged 25-44 years",":",""
"2015","Russia","Proportion of population aged 45-64 years",":",""
"2015","Russia","Proportion of population aged 65 years and more",":",""
"2015","San Marino","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2015","San Marino","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2015","San Marino","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2015","San Marino","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2015","San Marino","Proportion of population aged 0-14 years",":",""
"2015","San Marino","Proportion of population aged 15-24 years",":",""
"2015","San Marino","Proportion of population aged 25-44 years",":",""
"2015","San Marino","Proportion of population aged 45-64 years",":",""
"2015","San Marino","Proportion of population aged 65 years and more",":",""
"2015","Ukraine","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","44.3",""
"2015","Ukraine","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","71.7",""
"2015","Ukraine","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","55.1",""
"2015","Ukraine","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2015","Ukraine","Proportion of population aged 0-14 years","15.1",""
"2015","Ukraine","Proportion of population aged 15-24 years","11.3",""
"2015","Ukraine","Proportion of population aged 25-44 years","30.8",""
"2015","Ukraine","Proportion of population aged 45-64 years","27.3",""
"2015","Ukraine","Proportion of population aged 65 years and more","15.6",""
"2015","Armenia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","43.0",""
"2015","Armenia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","70.7",""
"2015","Armenia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","57.3",""
"2015","Armenia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2015","Armenia","Proportion of population aged 0-14 years","19.4",""
"2015","Armenia","Proportion of population aged 15-24 years","14.8",""
"2015","Armenia","Proportion of population aged 25-44 years","30.0",""
"2015","Armenia","Proportion of population aged 45-64 years","25.1",""
"2015","Armenia","Proportion of population aged 65 years and more","10.7",""
"2015","Azerbaijan","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","39.6",""
"2015","Azerbaijan","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","64.9",""
"2015","Azerbaijan","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","56.1",""
"2015","Azerbaijan","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2015","Azerbaijan","Proportion of population aged 0-14 years","22.4",""
"2015","Azerbaijan","Proportion of population aged 15-24 years","17.0",""
"2015","Azerbaijan","Proportion of population aged 25-44 years","31.8",""
"2015","Azerbaijan","Proportion of population aged 45-64 years","22.8",""
"2015","Azerbaijan","Proportion of population aged 65 years and more","6.0",""
"2015","Georgia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","45.6",""
"2015","Georgia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","74.6",""
"2015","Georgia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","59.7",""
"2015","Georgia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2015","Georgia","Proportion of population aged 0-14 years","17.4",""
"2015","Georgia","Proportion of population aged 15-24 years","13.8",""
"2015","Georgia","Proportion of population aged 25-44 years","29.2",""
"2015","Georgia","Proportion of population aged 45-64 years","25.7",""
"2015","Georgia","Proportion of population aged 65 years and more","13.9",""
"2016","European Union - 27 countries (from 2020)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","52.9",""
"2016","European Union - 27 countries (from 2020)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","85.5",""
"2016","European Union - 27 countries (from 2020)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","66.2",""
"2016","European Union - 27 countries (from 2020)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","European Union - 27 countries (from 2020)","Proportion of population aged 0-14 years","15.3",""
"2016","European Union - 27 countries (from 2020)","Proportion of population aged 15-24 years","10.9",""
"2016","European Union - 27 countries (from 2020)","Proportion of population aged 25-44 years","26.8",""
"2016","European Union - 27 countries (from 2020)","Proportion of population aged 45-64 years","27.7",""
"2016","European Union - 27 countries (from 2020)","Proportion of population aged 65 years and more","19.3",""
"2016","European Union - 28 countries (2013-2020)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","53.2",""
"2016","European Union - 28 countries (2013-2020)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","85.8",""
"2016","European Union - 28 countries (2013-2020)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","66.8",""
"2016","European Union - 28 countries (2013-2020)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","European Union - 28 countries (2013-2020)","Proportion of population aged 0-14 years","15.6",""
"2016","European Union - 28 countries (2013-2020)","Proportion of population aged 15-24 years","11.1",""
"2016","European Union - 28 countries (2013-2020)","Proportion of population aged 25-44 years","26.7",""
"2016","European Union - 28 countries (2013-2020)","Proportion of population aged 45-64 years","27.5",""
"2016","European Union - 28 countries (2013-2020)","Proportion of population aged 65 years and more","19.2",""
"2016","European Union - 27 countries (2007-2013)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","53.2",""
"2016","European Union - 27 countries (2007-2013)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","85.8",""
"2016","European Union - 27 countries (2007-2013)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","66.8",""
"2016","European Union - 27 countries (2007-2013)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","European Union - 27 countries (2007-2013)","Proportion of population aged 0-14 years","15.6",""
"2016","European Union - 27 countries (2007-2013)","Proportion of population aged 15-24 years","11.1",""
"2016","European Union - 27 countries (2007-2013)","Proportion of population aged 25-44 years","26.7",""
"2016","European Union - 27 countries (2007-2013)","Proportion of population aged 45-64 years","27.4",""
"2016","European Union - 27 countries (2007-2013)","Proportion of population aged 65 years and more","19.2",""
"2016","Euro area - 19 countries  (from 2015)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","54.1",""
"2016","Euro area - 19 countries  (from 2015)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","86.7",""
"2016","Euro area - 19 countries  (from 2015)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","67.7",""
"2016","Euro area - 19 countries  (from 2015)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Euro area - 19 countries  (from 2015)","Proportion of population aged 0-14 years","15.2",""
"2016","Euro area - 19 countries  (from 2015)","Proportion of population aged 15-24 years","10.8",""
"2016","Euro area - 19 countries  (from 2015)","Proportion of population aged 25-44 years","26.1",""
"2016","Euro area - 19 countries  (from 2015)","Proportion of population aged 45-64 years","28.0",""
"2016","Euro area - 19 countries  (from 2015)","Proportion of population aged 65 years and more","19.9",""
"2016","Euro area - 18 countries (2014)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","54.1",""
"2016","Euro area - 18 countries (2014)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","86.7",""
"2016","Euro area - 18 countries (2014)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","67.8",""
"2016","Euro area - 18 countries (2014)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Euro area - 18 countries (2014)","Proportion of population aged 0-14 years","15.1",""
"2016","Euro area - 18 countries (2014)","Proportion of population aged 15-24 years","10.7",""
"2016","Euro area - 18 countries (2014)","Proportion of population aged 25-44 years","25.9",""
"2016","Euro area - 18 countries (2014)","Proportion of population aged 45-64 years","27.9",""
"2016","Euro area - 18 countries (2014)","Proportion of population aged 65 years and more","19.8",""
"2016","Belgium","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","54.4",""
"2016","Belgium","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","87.9",""
"2016","Belgium","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","69.0",""
"2016","Belgium","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Belgium","Proportion of population aged 0-14 years","17.0",""
"2016","Belgium","Proportion of population aged 15-24 years","11.7",""
"2016","Belgium","Proportion of population aged 25-44 years","26.1",""
"2016","Belgium","Proportion of population aged 45-64 years","26.9",""
"2016","Belgium","Proportion of population aged 65 years and more","18.2",""
"2016","Bulgaria","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","52.4",""
"2016","Bulgaria","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","84.0",""
"2016","Bulgaria","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","63.3",""
"2016","Bulgaria","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Bulgaria","Proportion of population aged 0-14 years","14.0",""
"2016","Bulgaria","Proportion of population aged 15-24 years","9.6",""
"2016","Bulgaria","Proportion of population aged 25-44 years","28.4",""
"2016","Bulgaria","Proportion of population aged 45-64 years","27.6",""
"2016","Bulgaria","Proportion of population aged 65 years and more","20.4",""
"2016","Czechia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","50.8",""
"2016","Czechia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","81.4",""
"2016","Czechia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","61.4",""
"2016","Czechia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Czechia","Proportion of population aged 0-14 years","15.4",""
"2016","Czechia","Proportion of population aged 15-24 years","9.9",""
"2016","Czechia","Proportion of population aged 25-44 years","30.2",""
"2016","Czechia","Proportion of population aged 45-64 years","26.1",""
"2016","Czechia","Proportion of population aged 65 years and more","18.3",""
"2016","Denmark","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","55.4",""
"2016","Denmark","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","91.2",""
"2016","Denmark","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","71.8",""
"2016","Denmark","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Denmark","Proportion of population aged 0-14 years","16.8",""
"2016","Denmark","Proportion of population aged 15-24 years","12.9",""
"2016","Denmark","Proportion of population aged 25-44 years","25.0",""
"2016","Denmark","Proportion of population aged 45-64 years","26.4",""
"2016","Denmark","Proportion of population aged 65 years and more","18.8",""
"2016","Germany (until 1990 former territory of the FRG)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","52.2",""
"2016","Germany (until 1990 former territory of the FRG)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","84.2",""
"2016","Germany (until 1990 former territory of the FRG)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","65.0",""
"2016","Germany (until 1990 former territory of the FRG)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Germany (until 1990 former territory of the FRG)","Proportion of population aged 0-14 years","13.2",""
"2016","Germany (until 1990 former territory of the FRG)","Proportion of population aged 15-24 years","10.7",""
"2016","Germany (until 1990 former territory of the FRG)","Proportion of population aged 25-44 years","24.9",""
"2016","Germany (until 1990 former territory of the FRG)","Proportion of population aged 45-64 years","30.1",""
"2016","Germany (until 1990 former territory of the FRG)","Proportion of population aged 65 years and more","21.1",""
"2016","Germany including former GDR","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","52.2",""
"2016","Germany including former GDR","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","84.2",""
"2016","Germany including former GDR","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","65.0",""
"2016","Germany including former GDR","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Germany including former GDR","Proportion of population aged 0-14 years","13.2",""
"2016","Germany including former GDR","Proportion of population aged 15-24 years","10.7",""
"2016","Germany including former GDR","Proportion of population aged 25-44 years","24.9",""
"2016","Germany including former GDR","Proportion of population aged 45-64 years","30.1",""
"2016","Germany including former GDR","Proportion of population aged 65 years and more","21.1",""
"2016","Estonia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","54.1",""
"2016","Estonia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","85.2",""
"2016","Estonia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","65.7",""
"2016","Estonia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Estonia","Proportion of population aged 0-14 years","16.1",""
"2016","Estonia","Proportion of population aged 15-24 years","10.2",""
"2016","Estonia","Proportion of population aged 25-44 years","28.5",""
"2016","Estonia","Proportion of population aged 45-64 years","26.2",""
"2016","Estonia","Proportion of population aged 65 years and more","19.0",""
"2016","Ireland","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","52.6",""
"2016","Ireland","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","84.4",""
"2016","Ireland","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","69.0",""
"2016","Ireland","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Ireland","Proportion of population aged 0-14 years","21.3",""
"2016","Ireland","Proportion of population aged 15-24 years","12.1",""
"2016","Ireland","Proportion of population aged 25-44 years","29.7",""
"2016","Ireland","Proportion of population aged 45-64 years","23.7",""
"2016","Ireland","Proportion of population aged 65 years and more","13.2",""
"2016","Greece","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","55.5",""
"2016","Greece","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","87.4",""
"2016","Greece","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","68.5",""
"2016","Greece","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Greece","Proportion of population aged 0-14 years","14.4",""
"2016","Greece","Proportion of population aged 15-24 years","10.1",""
"2016","Greece","Proportion of population aged 25-44 years","27.1",""
"2016","Greece","Proportion of population aged 45-64 years","27.1",""
"2016","Greece","Proportion of population aged 65 years and more","21.3",""
"2016","Spain","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","51.2",""
"2016","Spain","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","78.8",""
"2016","Spain","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","62.7",""
"2016","Spain","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Spain","Proportion of population aged 0-14 years","15.1",""
"2016","Spain","Proportion of population aged 15-24 years","9.6",""
"2016","Spain","Proportion of population aged 25-44 years","28.9",""
"2016","Spain","Proportion of population aged 45-64 years","27.6",""
"2016","Spain","Proportion of population aged 65 years and more","18.7",""
"2016","France","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","59.5",""
"2016","France","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","98.0",""
"2016","France","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","76.7",""
"2016","France","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","France","Proportion of population aged 0-14 years","18.4",""
"2016","France","Proportion of population aged 15-24 years","11.8",""
"2016","France","Proportion of population aged 25-44 years","24.9",""
"2016","France","Proportion of population aged 45-64 years","26.0",""
"2016","France","Proportion of population aged 65 years and more","18.9",""
"2016","France (metropolitan)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2016","France (metropolitan)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2016","France (metropolitan)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2016","France (metropolitan)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","France (metropolitan)","Proportion of population aged 0-14 years",":",""
"2016","France (metropolitan)","Proportion of population aged 15-24 years",":",""
"2016","France (metropolitan)","Proportion of population aged 25-44 years",":",""
"2016","France (metropolitan)","Proportion of population aged 45-64 years",":",""
"2016","France (metropolitan)","Proportion of population aged 65 years and more",":",""
"2016","Croatia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","51.1",""
"2016","Croatia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","86.6",""
"2016","Croatia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","65.1",""
"2016","Croatia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Croatia","Proportion of population aged 0-14 years","14.6",""
"2016","Croatia","Proportion of population aged 15-24 years","11.4",""
"2016","Croatia","Proportion of population aged 25-44 years","26.6",""
"2016","Croatia","Proportion of population aged 45-64 years","28.2",""
"2016","Croatia","Proportion of population aged 65 years and more","19.2",""
"2016","Italy","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","55.5",""
"2016","Italy","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","86.7",""
"2016","Italy","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","67.9",""
"2016","Italy","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Italy","Proportion of population aged 0-14 years","13.7",""
"2016","Italy","Proportion of population aged 15-24 years","9.8",""
"2016","Italy","Proportion of population aged 25-44 years","25.8",""
"2016","Italy","Proportion of population aged 45-64 years","28.7",""
"2016","Italy","Proportion of population aged 65 years and more","22.0",""
"2016","Cyprus","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","46.1",""
"2016","Cyprus","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","75.7",""
"2016","Cyprus","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","60.4",""
"2016","Cyprus","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Cyprus","Proportion of population aged 0-14 years","16.4",""
"2016","Cyprus","Proportion of population aged 15-24 years","13.8",""
"2016","Cyprus","Proportion of population aged 25-44 years","30.2",""
"2016","Cyprus","Proportion of population aged 45-64 years","24.4",""
"2016","Cyprus","Proportion of population aged 65 years and more","15.1",""
"2016","Latvia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","53.6",""
"2016","Latvia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","83.4",""
"2016","Latvia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","64.7",""
"2016","Latvia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Latvia","Proportion of population aged 0-14 years","15.2",""
"2016","Latvia","Proportion of population aged 15-24 years","10.1",""
"2016","Latvia","Proportion of population aged 25-44 years","27.5",""
"2016","Latvia","Proportion of population aged 45-64 years","27.5",""
"2016","Latvia","Proportion of population aged 65 years and more","19.6",""
"2016","Lithuania","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","50.7",""
"2016","Lithuania","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","82.5",""
"2016","Lithuania","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","64.7",""
"2016","Lithuania","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2016","Lithuania","Proportion of population aged 0-14 years","14.7",""
"2016","Lithuania","Proportion of population aged 15-24 years","12.4",""
"2016","Lithuania","Proportion of population aged 25-44 years","25.7",""
"2016","Lithuania","Proportion of population aged 45-64 years","28.2",""
